case_test, size, search_type,count,time,ids,right_answer
tests/188-test.txt,21,Blind Search,44040192,428.352,9 13 14 15 ,9 13 14 15 
tests/188-test.txt,21,Best-Fit Search,21,0.038,14 13 15 9 ,9 13 14 15 
tests/188-test.txt,21,B&B DFS,53,0.38,9 13 14 15 ,9 13 14 15 
tests/188-test.txt,21,B&B BFS,3897,32.561,9 13 14 15 ,9 13 14 15 
tests/189-test.txt,8,Blind Search,2048,0.038,1 2 3 4 ,1 2 3 4 
tests/189-test.txt,8,Best-Fit Search,8,0.012,3 2 1 5 ,1 2 3 4 
tests/189-test.txt,8,B&B DFS,33,0.103,1 2 3 4 ,1 2 3 4 
tests/189-test.txt,8,B&B BFS,37,0.235,1 2 3 4 ,1 2 3 4 
tests/190-test.txt,19,Blind Search,9961472,102.883,1 4 6 8 10 16 18 ,1 4 6 8 10 16 18 
tests/190-test.txt,19,Best-Fit Search,19,0.026,1 6 4 10 18 8 16 ,1 4 6 8 10 16 18 
tests/190-test.txt,19,B&B DFS,27,0.183,1 4 6 8 10 16 18 ,1 4 6 8 10 16 18 
tests/190-test.txt,19,B&B BFS,4149,36.664,1 4 6 8 10 16 18 ,1 4 6 8 10 16 18 
tests/191-test.txt,26,Blind Search,1744830464,16101,2 3 8 13 ,2 3 8 13 
tests/191-test.txt,26,Best-Fit Search,26,0.036,8 3 13 2 ,2 3 8 13 
tests/191-test.txt,26,B&B DFS,51,0.461,2 3 8 13 ,2 3 8 13 
tests/191-test.txt,26,B&B BFS,5509,53.155,2 3 8 13 ,2 3 8 13 
tests/192-test.txt,24,Blind Search,402653184,3786.94,0 3 4 19 ,0 3 4 19 
tests/192-test.txt,24,Best-Fit Search,24,0.033,4 6 3 0 ,0 3 4 19 
tests/192-test.txt,24,B&B DFS,199,1.443,0 3 4 19 ,0 3 4 19 
tests/192-test.txt,24,B&B BFS,4607,42.322,0 3 4 19 ,0 3 4 19 
tests/193-test.txt,24,Blind Search,402653184,3794.7,7 ,7 
tests/193-test.txt,24,Best-Fit Search,24,0.032,7 ,7 
tests/193-test.txt,24,B&B DFS,91,0.492,7 ,7 
tests/193-test.txt,24,B&B BFS,275,2.441,7 ,7 
tests/194-test.txt,20,Blind Search,20971520,206.939,6 ,6 
tests/194-test.txt,20,Best-Fit Search,20,0.025,10 ,6 
tests/194-test.txt,20,B&B DFS,119,0.524,6 ,6 
tests/194-test.txt,20,B&B BFS,217,1.719,6 ,6 
tests/195-test.txt,25,Blind Search,838860800,7837.86,1 6 11 14 20 ,1 6 11 14 20 
tests/195-test.txt,25,Best-Fit Search,25,0.034,1 14 6 20 11 ,1 6 11 14 20 
tests/195-test.txt,25,B&B DFS,71,0.64,1 6 11 14 20 ,1 6 11 14 20 
tests/195-test.txt,25,B&B BFS,13637,132.581,1 6 11 14 20 ,1 6 11 14 20 
tests/196-test.txt,10,Blind Search,10240,0.183,4 5 6 7 8 ,4 5 6 7 8 
tests/196-test.txt,10,Best-Fit Search,10,0.015,6 4 7 5 8 ,4 5 6 7 8 
tests/196-test.txt,10,B&B DFS,11,0.061,4 5 6 7 8 ,4 5 6 7 8 
tests/196-test.txt,10,B&B BFS,63,0.422,4 5 6 7 8 ,4 5 6 7 8 
tests/197-test.txt,10,Blind Search,10240,0.144,0 2 5 6 7 8 ,0 2 5 6 7 8 
tests/197-test.txt,10,Best-Fit Search,10,0.014,6 8 5 0 7 4 ,0 2 5 6 7 8 
tests/197-test.txt,10,B&B DFS,21,0.09,0 2 5 6 7 8 ,0 2 5 6 7 8 
tests/197-test.txt,10,B&B BFS,37,0.26,0 2 5 6 7 8 ,0 2 5 6 7 8 
tests/198-test.txt,13,Blind Search,106496,1.223,0 7 9 ,0 7 9 
tests/198-test.txt,13,Best-Fit Search,13,0.016,9 0 7 ,0 7 9 
tests/198-test.txt,13,B&B DFS,21,0.098,0 7 9 ,0 7 9 
tests/198-test.txt,13,B&B BFS,429,2.974,0 7 9 ,0 7 9 
tests/199-test.txt,25,Blind Search,838860800,7826.05,,
tests/199-test.txt,25,Best-Fit Search,25,0.036,,
tests/199-test.txt,25,B&B DFS,51,0.257,,
tests/199-test.txt,25,B&B BFS,51,0.47,,
tests/200-test.txt,9,Blind Search,4608,0.07,4 6 ,4 6 
tests/200-test.txt,9,Best-Fit Search,9,0.013,6 4 ,4 6 
tests/200-test.txt,9,B&B DFS,25,0.088,4 6 ,4 6 
tests/200-test.txt,9,B&B BFS,77,0.402,4 6 ,4 6 
tests/201-test.txt,13,Blind Search,106496,1.599,8 ,8 
tests/201-test.txt,13,Best-Fit Search,13,0.021,8 ,8 
tests/201-test.txt,13,B&B DFS,25,0.111,8 ,8 
tests/201-test.txt,13,B&B BFS,37,0.3,8 ,8 
tests/202-test.txt,15,Blind Search,491520,7.736,3 4 5 6 ,3 4 5 6 
tests/202-test.txt,15,Best-Fit Search,15,0.03,5 4 3 0 ,3 4 5 6 
tests/202-test.txt,15,B&B DFS,99,0.742,3 4 5 6 ,3 4 5 6 
tests/202-test.txt,15,B&B BFS,1037,8.875,3 4 5 6 ,3 4 5 6 
tests/203-test.txt,16,Blind Search,1048576,12.011,1 6 10 13 ,1 6 10 13 
tests/203-test.txt,16,Best-Fit Search,16,0.02,10 1 6 13 ,1 6 10 13 
tests/203-test.txt,16,B&B DFS,25,0.139,1 6 10 13 ,1 6 10 13 
tests/203-test.txt,16,B&B BFS,1683,12.438,1 6 10 13 ,1 6 10 13 
tests/204-test.txt,13,Blind Search,106496,1.258,2 7 9 ,2 7 9 
tests/204-test.txt,13,Best-Fit Search,13,0.016,7 2 10 ,2 7 9 
tests/204-test.txt,13,B&B DFS,43,0.201,2 7 9 ,2 7 9 
tests/204-test.txt,13,B&B BFS,299,1.86,2 7 9 ,2 7 9 
tests/205-test.txt,13,Blind Search,106496,1.256,2 3 10 11 ,2 3 10 11 
tests/205-test.txt,13,Best-Fit Search,13,0.016,10 2 11 3 ,2 3 10 11 
tests/205-test.txt,13,B&B DFS,89,0.433,2 3 10 11 ,2 3 10 11 
tests/205-test.txt,13,B&B BFS,605,4.056,2 3 10 11 ,2 3 10 11 
tests/206-test.txt,8,Blind Search,2048,0.038,1 2 5 6 7 ,1 2 5 6 7 
tests/206-test.txt,8,Best-Fit Search,8,0.012,5 7 2 1 6 ,1 2 5 6 7 
tests/206-test.txt,8,B&B DFS,7,0.032,1 2 5 6 7 ,1 2 5 6 7 
tests/206-test.txt,8,B&B BFS,15,0.102,1 2 5 6 7 ,1 2 5 6 7 
tests/207-test.txt,9,Blind Search,4608,0.085,4 ,4 
tests/207-test.txt,9,Best-Fit Search,9,0.016,2 ,4 
tests/207-test.txt,9,B&B DFS,47,0.153,4 ,4 
tests/207-test.txt,9,B&B BFS,77,0.534,4 ,4 
tests/208-test.txt,14,Blind Search,229376,3.261,1 2 5 8 9 10 11 ,1 2 5 8 9 10 11 
tests/208-test.txt,14,Best-Fit Search,14,0.025,10 5 2 11 0 8 ,1 2 5 8 9 10 11 
tests/208-test.txt,14,B&B DFS,99,0.668,1 2 5 8 9 10 11 ,1 2 5 8 9 10 11 
tests/208-test.txt,14,B&B BFS,509,5.699,1 2 5 8 9 10 11 ,1 2 5 8 9 10 11 
tests/209-test.txt,11,Blind Search,22528,0.284,1 5 6 8 9 ,1 5 6 8 9 
tests/209-test.txt,11,Best-Fit Search,11,0.015,5 1 9 6 8 ,1 5 6 8 9 
tests/209-test.txt,11,B&B DFS,13,0.064,1 5 6 8 9 ,1 5 6 8 9 
tests/209-test.txt,11,B&B BFS,125,0.825,1 5 6 8 9 ,1 5 6 8 9 
tests/210-test.txt,10,Blind Search,10240,0.139,,
tests/210-test.txt,10,Best-Fit Search,10,0.013,,
tests/210-test.txt,10,B&B DFS,21,0.057,,
tests/210-test.txt,10,B&B BFS,21,0.121,,
tests/211-test.txt,8,Blind Search,2048,0.05,0 1 2 3 5 ,0 1 2 3 5 
tests/211-test.txt,8,Best-Fit Search,8,0.016,1 0 5 3 2 ,0 1 2 3 5 
tests/211-test.txt,8,B&B DFS,11,0.056,0 1 2 3 5 ,0 1 2 3 5 
tests/211-test.txt,8,B&B BFS,15,0.129,0 1 2 3 5 ,0 1 2 3 5 
tests/212-test.txt,19,Blind Search,9961472,101.094,3 4 6 12 13 ,3 4 6 12 13 
tests/212-test.txt,19,Best-Fit Search,19,0.026,12 3 4 6 13 ,3 4 6 12 13 
tests/212-test.txt,19,B&B DFS,31,0.213,3 4 6 12 13 ,3 4 6 12 13 
tests/212-test.txt,19,B&B BFS,7433,62.76,3 4 6 12 13 ,3 4 6 12 13 
tests/213-test.txt,10,Blind Search,10240,0.13,0 1 3 5 8 9 ,0 1 3 5 8 9 
tests/213-test.txt,10,Best-Fit Search,10,0.013,3 8 1 0 5 9 ,0 1 3 5 8 9 
tests/213-test.txt,10,B&B DFS,9,0.04,0 1 3 5 8 9 ,0 1 3 5 8 9 
tests/213-test.txt,10,B&B BFS,31,0.207,0 1 3 5 8 9 ,0 1 3 5 8 9 
tests/214-test.txt,18,Blind Search,4718592,50.749,1 2 7 14 ,1 2 7 14 
tests/214-test.txt,18,Best-Fit Search,18,0.024,2 7 1 14 ,1 2 7 14 
tests/214-test.txt,18,B&B DFS,33,0.216,1 2 7 14 ,1 2 7 14 
tests/214-test.txt,18,B&B BFS,1227,9.81,1 2 7 14 ,1 2 7 14 
tests/215-test.txt,26,Blind Search,1744830464,16110.4,,
tests/215-test.txt,26,Best-Fit Search,26,0.037,,
tests/215-test.txt,26,B&B DFS,53,0.299,,
tests/215-test.txt,26,B&B BFS,53,0.502,,
tests/216-test.txt,8,Blind Search,2048,0.038,1 2 3 4 ,1 2 3 4 
tests/216-test.txt,8,Best-Fit Search,8,0.011,1 3 4 2 ,1 2 3 4 
tests/216-test.txt,8,B&B DFS,9,0.038,1 2 3 4 ,1 2 3 4 
tests/216-test.txt,8,B&B BFS,31,0.183,1 2 3 4 ,1 2 3 4 
tests/217-test.txt,16,Blind Search,1048576,11.17,2 3 13 ,2 3 13 
tests/217-test.txt,16,Best-Fit Search,16,0.02,3 2 13 ,2 3 13 
tests/217-test.txt,16,B&B DFS,27,0.142,2 3 13 ,2 3 13 
tests/217-test.txt,16,B&B BFS,337,2.367,2 3 13 ,2 3 13 
tests/218-test.txt,11,Blind Search,22528,0.299,9 10 ,9 10 
tests/218-test.txt,11,Best-Fit Search,11,0.014,10 9 ,9 10 
tests/218-test.txt,11,B&B DFS,41,0.149,9 10 ,9 10 
tests/218-test.txt,11,B&B BFS,133,0.757,9 10 ,9 10 
tests/219-test.txt,11,Blind Search,22528,0.371,0 1 2 5 9 ,0 1 2 5 9 
tests/219-test.txt,11,Best-Fit Search,11,0.021,2 1 0 5 8 ,0 1 2 5 9 
tests/219-test.txt,11,B&B DFS,33,0.177,0 1 2 5 9 ,0 1 2 5 9 
tests/219-test.txt,11,B&B BFS,127,1.266,0 1 2 5 9 ,0 1 2 5 9 
tests/220-test.txt,25,Blind Search,838860800,7809.03,0 7 8 11 22 23 ,0 7 8 11 22 23 
tests/220-test.txt,25,Best-Fit Search,25,0.037,11 8 0 13 22 19 ,0 7 8 11 22 23 
tests/220-test.txt,25,B&B DFS,259,2.21,0 7 8 11 22 23 ,0 7 8 11 22 23 
tests/220-test.txt,25,B&B BFS,34011,339.63,0 7 8 11 22 23 ,0 7 8 11 22 23 
tests/221-test.txt,15,Blind Search,491520,5.367,10 13 ,10 13 
tests/221-test.txt,15,Best-Fit Search,15,0.019,10 13 ,10 13 
tests/221-test.txt,15,B&B DFS,29,0.141,10 13 ,10 13 
tests/221-test.txt,15,B&B BFS,165,1.085,10 13 ,10 13 
tests/222-test.txt,15,Blind Search,491520,5.624,3 ,3 
tests/222-test.txt,15,Best-Fit Search,15,0.027,3 ,3 
tests/222-test.txt,15,B&B DFS,33,0.168,3 ,3 
tests/222-test.txt,15,B&B BFS,55,0.516,3 ,3 
tests/223-test.txt,8,Blind Search,2048,0.038,1 2 6 7 ,1 2 6 7 
tests/223-test.txt,8,Best-Fit Search,8,0.012,7 2 6 1 ,1 2 6 7 
tests/223-test.txt,8,B&B DFS,17,0.059,1 2 6 7 ,1 2 6 7 
tests/223-test.txt,8,B&B BFS,31,0.181,1 2 6 7 ,1 2 6 7 
tests/224-test.txt,9,Blind Search,4608,0.077,2 3 4 6 8 ,2 3 4 6 8 
tests/224-test.txt,9,Best-Fit Search,9,0.015,3 0 2 6 4 ,2 3 4 6 8 
tests/224-test.txt,9,B&B DFS,45,0.159,2 3 4 6 8 ,2 3 4 6 8 
tests/224-test.txt,9,B&B BFS,61,0.397,2 3 4 6 8 ,2 3 4 6 8 
tests/225-test.txt,21,Blind Search,44040192,429.255,0 3 15 17 18 20 ,0 3 15 17 18 20 
tests/225-test.txt,21,Best-Fit Search,21,0.029,3 20 18 17 0 15 ,0 3 15 17 18 20 
tests/225-test.txt,21,B&B DFS,31,0.225,0 3 15 17 18 20 ,0 3 15 17 18 20 
tests/225-test.txt,21,B&B BFS,3395,29.297,0 3 15 17 18 20 ,0 3 15 17 18 20 
tests/226-test.txt,11,Blind Search,22528,0.282,4 ,4 
tests/226-test.txt,11,Best-Fit Search,11,0.013,4 ,4 
tests/226-test.txt,11,B&B DFS,23,0.068,4 ,4 
tests/226-test.txt,11,B&B BFS,37,0.198,4 ,4 
tests/227-test.txt,15,Blind Search,491520,5.234,0 2 5 8 11 ,0 2 5 8 11 
tests/227-test.txt,15,Best-Fit Search,15,0.03,5 8 2 0 7 ,0 2 5 8 11 
tests/227-test.txt,15,B&B DFS,77,0.372,0 2 5 8 11 ,0 2 5 8 11 
tests/227-test.txt,15,B&B BFS,865,6.776,0 2 5 8 11 ,0 2 5 8 11 
tests/228-test.txt,8,Blind Search,2048,0.037,0 3 5 ,0 3 5 
tests/228-test.txt,8,Best-Fit Search,8,0.011,0 5 3 ,0 3 5 
tests/228-test.txt,8,B&B DFS,11,0.041,0 3 5 ,0 3 5 
tests/228-test.txt,8,B&B BFS,37,0.2,0 3 5 ,0 3 5 
tests/229-test.txt,9,Blind Search,4608,0.084,1 5 ,1 5 
tests/229-test.txt,9,Best-Fit Search,9,0.015,1 6 ,1 5 
tests/229-test.txt,9,B&B DFS,35,0.131,1 5 ,1 5 
tests/229-test.txt,9,B&B BFS,109,0.711,1 5 ,1 5 
tests/230-test.txt,11,Blind Search,22528,0.339,4 6 7 10 ,4 6 7 10 
tests/230-test.txt,11,Best-Fit Search,11,0.02,4 7 9 10 1 ,4 6 7 10 
tests/230-test.txt,11,B&B DFS,53,0.257,4 6 7 10 ,4 6 7 10 
tests/230-test.txt,11,B&B BFS,131,1.069,4 6 7 10 ,4 6 7 10 
tests/231-test.txt,21,Blind Search,44040192,428.981,1 8 12 13 17 ,1 8 12 13 17 
tests/231-test.txt,21,Best-Fit Search,21,0.028,12 17 13 8 1 ,1 8 12 13 17 
tests/231-test.txt,21,B&B DFS,45,0.325,1 8 12 13 17 ,1 8 12 13 17 
tests/231-test.txt,21,B&B BFS,8423,72.964,1 8 12 13 17 ,1 8 12 13 17 
tests/232-test.txt,14,Blind Search,229376,2.579,4 5 6 9 13 ,4 5 6 9 13 
tests/232-test.txt,14,Best-Fit Search,14,0.018,9 6 4 5 2 ,4 5 6 9 13 
tests/232-test.txt,14,B&B DFS,79,0.377,4 5 6 9 13 ,4 5 6 9 13 
tests/232-test.txt,14,B&B BFS,643,4.629,4 5 6 9 13 ,4 5 6 9 13 
tests/233-test.txt,14,Blind Search,229376,2.608,5 7 8 9 11 13 ,5 7 8 9 11 13 
tests/233-test.txt,14,Best-Fit Search,14,0.018,7 11 8 9 13 5 ,5 7 8 9 11 13 
tests/233-test.txt,14,B&B DFS,23,0.127,5 7 8 9 11 13 ,5 7 8 9 11 13 
tests/233-test.txt,14,B&B BFS,443,3.466,5 7 8 9 11 13 ,5 7 8 9 11 13 
tests/234-test.txt,14,Blind Search,229376,2.573,10 12 ,10 12 
tests/234-test.txt,14,Best-Fit Search,14,0.017,10 12 ,10 12 
tests/234-test.txt,14,B&B DFS,25,0.104,10 12 ,10 12 
tests/234-test.txt,14,B&B BFS,99,0.656,10 12 ,10 12 
tests/235-test.txt,9,Blind Search,4608,0.07,2 8 ,2 8 
tests/235-test.txt,9,Best-Fit Search,9,0.012,8 2 ,2 8 
tests/235-test.txt,9,B&B DFS,25,0.083,2 8 ,2 8 
tests/235-test.txt,9,B&B BFS,63,0.373,2 8 ,2 8 
tests/236-test.txt,20,Blind Search,20971520,207.87,1 3 4 8 14 15 18 ,1 3 4 8 14 15 18 
tests/236-test.txt,20,Best-Fit Search,20,0.028,18 4 3 1 14 15 8 ,1 3 4 8 14 15 18 
tests/236-test.txt,20,B&B DFS,65,0.443,1 3 4 8 14 15 18 ,1 3 4 8 14 15 18 
tests/236-test.txt,20,B&B BFS,9907,90.43,1 3 4 8 14 15 18 ,1 3 4 8 14 15 18 
tests/237-test.txt,14,Blind Search,229376,2.468,0 2 5 8 9 ,0 2 5 8 9 
tests/237-test.txt,14,Best-Fit Search,14,0.02,8 9 5 0 2 ,0 2 5 8 9 
tests/237-test.txt,14,B&B DFS,47,0.248,0 2 5 8 9 ,0 2 5 8 9 
tests/237-test.txt,14,B&B BFS,477,3.445,0 2 5 8 9 ,0 2 5 8 9 
tests/238-test.txt,11,Blind Search,22528,0.284,0 2 4 6 7 10 ,0 2 4 6 7 10 
tests/238-test.txt,11,Best-Fit Search,11,0.015,0 6 7 10 2 4 ,0 2 4 6 7 10 
tests/238-test.txt,11,B&B DFS,17,0.078,0 2 4 6 7 10 ,0 2 4 6 7 10 
tests/238-test.txt,11,B&B BFS,67,0.488,0 2 4 6 7 10 ,0 2 4 6 7 10 
tests/239-test.txt,23,Blind Search,192937984,1833.17,7 19 ,7 19 
tests/239-test.txt,23,Best-Fit Search,23,0.03,7 19 ,7 19 
tests/239-test.txt,23,B&B DFS,43,0.296,7 19 ,7 19 
tests/239-test.txt,23,B&B BFS,669,5.744,7 19 ,7 19 
tests/240-test.txt,27,Blind Search,-671088640,33224.4,7 14 15 25 ,7 14 15 25 
tests/240-test.txt,27,Best-Fit Search,27,0.038,14 7 25 20 ,7 14 15 25 
tests/240-test.txt,27,B&B DFS,181,1.599,7 14 15 25 ,7 14 15 25 
tests/240-test.txt,27,B&B BFS,6951,68.615,7 14 15 25 ,7 14 15 25 
tests/241-test.txt,14,Blind Search,229376,2.518,1 5 11 ,1 5 11 
tests/241-test.txt,14,Best-Fit Search,14,0.018,1 0 11 ,1 5 11 
tests/241-test.txt,14,B&B DFS,103,0.403,1 5 11 ,1 5 11 
tests/241-test.txt,14,B&B BFS,509,3.275,1 5 11 ,1 5 11 
tests/242-test.txt,26,Blind Search,1744830464,16122.7,1 13 14 20 ,1 13 14 20 
tests/242-test.txt,26,Best-Fit Search,26,0.036,13 20 1 14 ,1 13 14 20 
tests/242-test.txt,26,B&B DFS,81,0.746,1 13 14 20 ,1 13 14 20 
tests/242-test.txt,26,B&B BFS,8139,79.798,1 13 14 20 ,1 13 14 20 
tests/243-test.txt,20,Blind Search,20971520,206.735,0 4 5 11 12 16 18 19 ,0 4 5 11 12 16 18 19 
tests/243-test.txt,20,Best-Fit Search,20,0.027,5 11 18 12 16 8 0 ,0 4 5 11 12 16 18 19 
tests/243-test.txt,20,B&B DFS,183,1.28,0 4 5 11 12 16 18 19 ,0 4 5 11 12 16 18 19 
tests/243-test.txt,20,B&B BFS,10497,100.261,0 4 5 11 12 16 18 19 ,0 4 5 11 12 16 18 19 
tests/244-test.txt,16,Blind Search,1048576,11.193,1 8 ,1 8 
tests/244-test.txt,16,Best-Fit Search,16,0.019,8 1 ,1 8 
tests/244-test.txt,16,B&B DFS,29,0.154,1 8 ,1 8 
tests/244-test.txt,16,B&B BFS,367,2.495,1 8 ,1 8 
tests/245-test.txt,20,Blind Search,20971520,206.291,0 2 5 7 14 16 17 ,0 2 5 7 14 16 17 
tests/245-test.txt,20,Best-Fit Search,20,0.028,17 14 0 2 5 8 9 ,0 2 5 7 14 16 17 
tests/245-test.txt,20,B&B DFS,73,0.516,0 2 5 7 14 16 17 ,0 2 5 7 14 16 17 
tests/245-test.txt,20,B&B BFS,7453,68.175,0 2 5 7 14 16 17 ,0 2 5 7 14 16 17 
tests/246-test.txt,25,Blind Search,838860800,7819.11,6 ,6 
tests/246-test.txt,25,Best-Fit Search,25,0.046,6 ,6 
tests/246-test.txt,25,B&B DFS,53,0.458,6 ,6 
tests/246-test.txt,25,B&B BFS,187,1.741,6 ,6 
tests/247-test.txt,24,Blind Search,402653184,3775.23,0 6 8 10 11 16 18 21 ,0 6 8 10 11 16 18 21 
tests/247-test.txt,24,Best-Fit Search,24,0.034,6 18 0 10 21 16 8 11 ,0 6 8 10 11 16 18 21 
tests/247-test.txt,24,B&B DFS,103,0.873,0 6 8 10 11 16 18 21 ,0 6 8 10 11 16 18 21 
tests/247-test.txt,24,B&B BFS,29817,309.013,0 6 8 10 11 16 18 21 ,0 6 8 10 11 16 18 21 
tests/248-test.txt,26,Blind Search,1744830464,16098,3 4 9 10 12 ,3 4 9 10 12 
tests/248-test.txt,26,Best-Fit Search,26,0.039,10 4 3 0 9 ,3 4 9 10 12 
tests/248-test.txt,26,B&B DFS,169,1.44,3 4 9 10 12 ,3 4 9 10 12 
tests/248-test.txt,26,B&B BFS,12753,124.802,3 4 9 10 12 ,3 4 9 10 12 
tests/249-test.txt,15,Blind Search,491520,5.292,0 11 13 ,0 11 13 
tests/249-test.txt,15,Best-Fit Search,15,0.027,13 11 0 ,0 11 13 
tests/249-test.txt,15,B&B DFS,87,0.575,0 11 13 ,0 11 13 
tests/249-test.txt,15,B&B BFS,577,4.303,0 11 13 ,0 11 13 
tests/250-test.txt,11,Blind Search,22528,0.279,0 3 6 7 8 ,0 3 6 7 8 
tests/250-test.txt,11,Best-Fit Search,11,0.015,0 8 7 6 3 ,0 3 6 7 8 
tests/250-test.txt,11,B&B DFS,13,0.058,0 3 6 7 8 ,0 3 6 7 8 
tests/250-test.txt,11,B&B BFS,125,0.821,0 3 6 7 8 ,0 3 6 7 8 
tests/251-test.txt,14,Blind Search,229376,2.493,3 12 ,3 12 
tests/251-test.txt,14,Best-Fit Search,14,0.018,12 3 ,3 12 
tests/251-test.txt,14,B&B DFS,27,0.126,3 12 ,3 12 
tests/251-test.txt,14,B&B BFS,109,0.669,3 12 ,3 12 
tests/252-test.txt,22,Blind Search,92274688,888.63,6 10 18 ,6 10 18 
tests/252-test.txt,22,Best-Fit Search,22,0.03,6 10 14 ,6 10 18 
tests/252-test.txt,22,B&B DFS,77,0.514,6 10 18 ,6 10 18 
tests/252-test.txt,22,B&B BFS,967,8.332,6 10 18 ,6 10 18 
tests/253-test.txt,23,Blind Search,192937984,1827.28,1 6 8 9 10 11 16 17 ,1 6 8 9 10 11 16 17 
tests/253-test.txt,23,Best-Fit Search,23,0.032,17 9 6 10 16 11 1 8 ,1 6 8 9 10 11 16 17 
tests/253-test.txt,23,B&B DFS,69,0.55,1 6 8 9 10 11 16 17 ,1 6 8 9 10 11 16 17 
tests/253-test.txt,23,B&B BFS,26083,268.87,1 6 8 9 10 11 16 17 ,1 6 8 9 10 11 16 17 
tests/254-test.txt,18,Blind Search,4718592,48.661,1 7 10 11 17 ,1 7 10 11 17 
tests/254-test.txt,18,Best-Fit Search,18,0.024,7 10 11 17 1 ,1 7 10 11 17 
tests/254-test.txt,18,B&B DFS,37,0.238,1 7 10 11 17 ,1 7 10 11 17 
tests/254-test.txt,18,B&B BFS,4679,39.032,1 7 10 11 17 ,1 7 10 11 17 
tests/255-test.txt,21,Blind Search,44040192,426.269,,
tests/255-test.txt,21,Best-Fit Search,21,0.027,,
tests/255-test.txt,21,B&B DFS,43,0.19,,
tests/255-test.txt,21,B&B BFS,43,0.358,,
tests/256-test.txt,20,Blind Search,20971520,206.678,6 7 9 12 16 19 ,6 7 9 12 16 19 
tests/256-test.txt,20,Best-Fit Search,20,0.028,6 7 16 0 12 19 ,6 7 9 12 16 19 
tests/256-test.txt,20,B&B DFS,103,0.688,6 7 9 12 16 19 ,6 7 9 12 16 19 
tests/256-test.txt,20,B&B BFS,5403,46.805,6 7 9 12 16 19 ,6 7 9 12 16 19 
tests/257-test.txt,8,Blind Search,2048,0.036,1 3 4 6 ,1 3 4 6 
tests/257-test.txt,8,Best-Fit Search,8,0.012,6 2 4 3 0 ,1 3 4 6 
tests/257-test.txt,8,B&B DFS,23,0.072,1 3 4 6 ,1 3 4 6 
tests/257-test.txt,8,B&B BFS,23,0.13,1 3 4 6 ,1 3 4 6 
tests/258-test.txt,26,Blind Search,1744830464,16142.4,9 13 14 16 ,9 13 14 16 
tests/258-test.txt,26,Best-Fit Search,26,0.039,13 16 9 14 ,9 13 14 16 
tests/258-test.txt,26,B&B DFS,45,0.41,9 13 14 16 ,9 13 14 16 
tests/258-test.txt,26,B&B BFS,4329,42.121,9 13 14 16 ,9 13 14 16 
tests/259-test.txt,18,Blind Search,4718592,50.435,2 3 7 15 16 ,2 3 7 15 16 
tests/259-test.txt,18,Best-Fit Search,18,0.024,2 7 15 3 16 ,2 3 7 15 16 
tests/259-test.txt,18,B&B DFS,35,0.22,2 3 7 15 16 ,2 3 7 15 16 
tests/259-test.txt,18,B&B BFS,5487,46.047,2 3 7 15 16 ,2 3 7 15 16 
tests/260-test.txt,13,Blind Search,106496,1.244,1 4 7 8 9 11 ,1 4 7 8 9 11 
tests/260-test.txt,13,Best-Fit Search,13,0.016,8 9 11 4 7 1 ,1 4 7 8 9 11 
tests/260-test.txt,13,B&B DFS,33,0.16,1 4 7 8 9 11 ,1 4 7 8 9 11 
tests/260-test.txt,13,B&B BFS,253,1.948,1 4 7 8 9 11 ,1 4 7 8 9 11 
tests/261-test.txt,23,Blind Search,192937984,1835.36,15 21 ,15 21 
tests/261-test.txt,23,Best-Fit Search,23,0.032,21 15 ,15 21 
tests/261-test.txt,23,B&B DFS,97,0.633,15 21 ,15 21 
tests/261-test.txt,23,B&B BFS,1117,9.539,15 21 ,15 21 
tests/262-test.txt,27,Blind Search,-671088640,33231,7 10 ,7 10 
tests/262-test.txt,27,Best-Fit Search,27,0.04,15 10 ,7 10 
tests/262-test.txt,27,B&B DFS,203,1.255,7 10 ,7 10 
tests/262-test.txt,27,B&B BFS,1065,10.397,7 10 ,7 10 
tests/263-test.txt,21,Blind Search,44040192,427.428,,
tests/263-test.txt,21,Best-Fit Search,21,0.026,,
tests/263-test.txt,21,B&B DFS,43,0.183,,
tests/263-test.txt,21,B&B BFS,43,0.348,,
tests/264-test.txt,20,Blind Search,20971520,206.251,,
tests/264-test.txt,20,Best-Fit Search,20,0.027,,
tests/264-test.txt,20,B&B DFS,41,0.175,,
tests/264-test.txt,20,B&B BFS,41,0.336,,
tests/265-test.txt,26,Blind Search,1744830464,16138.2,2 9 13 17 19 23 ,2 9 13 17 19 23 
tests/265-test.txt,26,Best-Fit Search,26,0.039,13 17 23 2 19 9 ,2 9 13 17 19 23 
tests/265-test.txt,26,B&B DFS,101,0.913,2 9 13 17 19 23 ,2 9 13 17 19 23 
tests/265-test.txt,26,B&B BFS,25991,265.733,2 9 13 17 19 23 ,2 9 13 17 19 23 
tests/266-test.txt,23,Blind Search,192937984,1830.99,7 9 16 17 22 ,7 9 16 17 22 
tests/266-test.txt,23,Best-Fit Search,23,0.033,9 7 22 2 ,7 9 16 17 22 
tests/266-test.txt,23,B&B DFS,447,2.742,7 9 16 17 22 ,7 9 16 17 22 
tests/266-test.txt,23,B&B BFS,8807,79.503,7 9 16 17 22 ,7 9 16 17 22 
tests/267-test.txt,8,Blind Search,2048,0.038,1 3 5 ,1 3 5 
tests/267-test.txt,8,Best-Fit Search,8,0.011,3 4 1 ,1 3 5 
